nid,Sequence,Judge Name,Court Type,Court Name,Appointment Title,Appointing President,Party of Appointing President,Reappointing President,Party of Reappointing President,ABA Rating,Seat ID,Statute Authorizing New Seat,Recess Appointment Date,Nomination Date,Committee Referral Date,Hearing Date,Judiciary Committee Action,Committee Action Date,Senate Vote Type,Ayes/Nays,Confirmation Date,Commission Date,"Service as Chief Judge, Begin","Service as Chief Judge, End","2nd Service as Chief Judge, Begin","2nd Service as Chief Judge, End",Senior Status Date,Termination,Termination Date
1393666,1,"Reyna, Jimmie V.",U.S. Court of Appeals,U.S. Court of Appeals for the Federal Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CAFC0703, ,,2011-01-05,2011-01-05,2011-02-16,Reported (favorably),2011-03-10,Roll Call, 86/0,2011-04-04,2011-04-05,,,,,,,
1386876,1,"Rhoades, John Skylstead, Sr.",U.S. District Court,U.S. District Court for the Southern District of California,Judge,Ronald Reagan,Republican,,,Qualified,CASD1902, ,,1985-09-27,1985-09-30,1985-10-16,Reported (favorably),1985-10-24,Voice,  ,1985-10-25,1985-10-28,,,,,1995-11-04,Death,2007-09-03
1393911,1,"Rice, Thomas Owen",U.S. District Court,U.S. District Court for the Eastern District of Washington,Judge,Barack Obama,Democratic,,,Qualified,WAED0110, ,,2011-06-29,2011-06-29,2011-09-20,Reported (favorably),2011-10-13,Roll Call, 93/4,2012-03-06,2012-03-08,2016,2020,,,,,
1386891,1,"Rice, Walter Herbert",U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,Jimmy Carter,Democratic,,,Well Qualified,OHSD0503, ,,1980-04-14,1980-04-15,1980-05-01,Reported (favorably),1980-05-20,Voice,  ,1980-05-21,1980-05-23,1996,2003,,,2004-11-30,,
5374576,1,"Richardson, Eli Jeremy",U.S. District Court,U.S. District Court for the Middle District of Tennessee,Judge,Donald J. Trump,Republican,,,Well Qualified,TNMD0504,,,2018-01-08,2018-01-08,,Reported (favorably),2018-01-18,Roll Call, 52/43,2018-10-11,2018-10-18,,,,,,,
5090921,1,"Richardson, Julius Ness",U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Donald J. Trump,Republican,,,Well Qualified,CA41303,,,2018-05-07,2018-05-07,2018-06-20,Reported (favorably),2018-07-19,Roll Call, 81/8,2018-08-16,2018-08-20,,,,,,,
1386906,1,"Richey, Charles Robert",U.S. District Court,U.S. District Court for the District of Columbia,Judge,Richard M. Nixon,Republican,,,Qualified,DCD0307, ,,1971-04-14,1971-04-14,1971-04-27,Reported (favorably),1971-04-29,Voice,  ,1971-04-29,1971-05-05,,,,,1997-01-23,Death,1997-03-19
1386911,1,"Richey, Mary Anne",U.S. District Court,U.S. District Court for the District of Arizona,Judge,Gerald Ford,Republican,,,Well Qualified,AZD0106, ,,1976-06-02,1976-06-02,1976-06-15,Reported (favorably),1976-06-15,Voice,  ,1976-06-16,1976-06-16,,,,,,Death,1983-11-25
1392911,1,"Ridgway, Delissa Anne",Other,U.S. Court of International Trade,Judge,William J. Clinton,Democratic,,,Well Qualified,CIT0903, ,,1998-01-27,1998-01-27,1998-02-25,Reported (favorably),1998-03-05,Voice,  ,1998-03-11,1998-03-17,,,,,2019-01-31,,
7545461,1,"Riggs, Kea Whetzal",U.S. District Court,U.S. District Court for the District of New Mexico,Judge,Donald J. Trump,Republican,,,Well Qualified,NMD0702,,,2019-05-13,2019-05-13,2019-06-26,Reported (favorably),2019-07-18,Roll Call, 94/0,2019-12-19,2019-12-31,,,,,,,
1386936,1,"Riley, Paul E.",U.S. District Court,U.S. District Court for the Southern District of Illinois,Judge,William J. Clinton,Democratic,,,Well Qualified,ILSD0601,104 Stat. 5089,,1994-08-16,1994-08-16,1994-09-21,Reported (favorably),1994-09-28,Voice,  ,1994-10-06,1994-10-07,,,,,,Death,2001-10-11
1391291,1,"Riley, William Jay",U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,George W. Bush,Republican,,,Well Qualified,CA80606, ,,2001-05-23,2001-05-23,2001-07-24,Reported (favorably),2001-08-02,Roll Call, 97/0,2001-08-02,2001-08-03,2010,2017,,,2017-06-30,,
1386961,1,"Ripple, Kenneth Francis",U.S. Court of Appeals,U.S. Court of Appeals for the Seventh Circuit,Judge,Ronald Reagan,Republican,,,Well Qualified,CA71201,98 Stat. 333,,1985-04-01,1985-04-01,1985-04-24,Reported (favorably),1985-05-02,Voice,  ,1985-05-03,1985-05-10,,,,,2008-09-01,,
1392161,1,"Robart, James L.",U.S. District Court,U.S. District Court for the Western District of Washington,Judge,George W. Bush,Republican,,,Well Qualified,WAWD0305, ,,2003-12-09,2003-12-09,2004-02-11,Reported (favorably),2004-03-11,Roll Call, 99/0,2004-06-17,2004-06-21,,,,,2016-06-28,,
1391841,1,"Roberts, John Glover, Jr.",U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,George W. Bush,Republican,,,Well Qualified,CADC0607, ,,2003-01-07,2003-01-07,2003-01-29,Reported (favorably),2003-02-27,Voice,  ,2003-05-08,2003-06-02,,,,,,Appointment to Another Judicial Position,2005-09-29
1391841,2,"Roberts, John Glover, Jr.",Supreme Court,Supreme Court of the United States,Chief Justice,George W. Bush,Republican,,,Well Qualified,SCT0117, ,,2005-09-06,2005-09-06,2005-09-15,Reported (favorably),2005-09-22,Roll Call, 78/22,2005-09-29,2005-09-29,,,,,,,
1390721,1,"Roberts, Richard W.",U.S. District Court,U.S. District Court for the District of Columbia,Judge,William J. Clinton,Democratic,,,Qualified,DCD0308, ,,1998-01-27,1998-01-27,1998-05-14,Reported (favorably),1998-05-21,Voice,  ,1998-06-05,1998-06-23,2013,2016,,,2016-03-16,,
1387011,1,"Roberts, Ross Thompson",U.S. District Court,U.S. District Court for the Western District of Missouri,Judge,Ronald Reagan,Republican,,,Well Qualified,MOWD0504, ,,1982-08-06,1982-08-09,1982-08-18,Reported (favorably),1982-08-20,Voice,  ,1982-08-20,1982-08-20,,,,,,Death,1987-04-24
1390716,1,"Roberts, Victoria A.",U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,William J. Clinton,Democratic,,,Well Qualified,MIED1402, ,,1997-07-31,1997-07-31,1998-05-14,Reported (favorably),1998-05-21,Roll Call, 85/0,1998-06-26,1998-06-29,,,,,,,
1387016,1,"Robertson, James",U.S. District Court,U.S. District Court for the District of Columbia,Judge,William J. Clinton,Democratic,,,Well Qualified,DCD1305, ,,1994-09-14,1994-09-14,1994-10-06,Reported (favorably),1994-10-06,Voice,  ,1994-10-07,1994-10-11,,,,,2008-12-31,Retirement,2010-06-01
1391376,1,"Robinson, Julie A.",U.S. District Court,U.S. District Court for the District of Kansas,Judge,George W. Bush,Republican,,,Well Qualified,KSD0504, ,,2001-09-10,2001-09-10,2001-11-07,Reported (favorably),2001-11-29,Voice,  ,2001-12-11,2001-12-13,2017,,,,,,
1387031,1,"Robinson, Mary Lou",U.S. District Court,U.S. District Court for the Northern District of Texas,Judge,Jimmy Carter,Democratic,,,Qualified,TXND1001,92 Stat. 1629,,1979-02-23,1979-02-26,1979-03-29,Reported (favorably),1979-04-23,Voice,  ,1979-04-24,1979-04-26,,,,,2016-02-11,Death,2019-01-26
1391976,1,"Robinson, Stephen C.",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,George W. Bush,Republican,,,Well Qualified,NYSD0407, ,,2003-03-05,2003-03-05,2003-07-22,Reported (favorably),2003-07-31,Voice,  ,2003-09-17,2003-09-22,,,,,,Resignation,2010-08-11
1387046,1,"Robinson, Sue Lewis",U.S. District Court,U.S. District Court for the District of Delaware,Judge,George H.W. Bush,Republican,,,Well Qualified,DED0113, ,,1991-10-01,1991-10-01,1991-11-05,Reported (favorably),1991-11-15,Voice,  ,1991-11-15,1991-11-18,2000,2007,,,2017-02-03,Retirement,2017-07-14
8900351,1,"Robinson, Todd Wallace",U.S. District Court,U.S. District Court for the Southern District of California,Judge,Donald J. Trump,Republican,,,Well Qualified,CASD1804,,,2020-02-13,2020-02-13,2020-06-17,Reported (favorably),2020-07-23,Roll Call, 86/10,2020-09-16,2020-09-18,,,,,,,
1387051,1,"Robreno, Eduardo C.",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,George H.W. Bush,Republican,,,Qualified,PAED0704, ,,1991-11-26,1991-11-26,1992-06-18,Reported (favorably),1992-06-25,Voice,  ,1992-06-26,1992-06-30,,,,,2013-08-31,,
1392051,1,"Rodgers, Margaret Catharine",U.S. District Court,U.S. District Court for the Northern District of Florida,Judge,George W. Bush,Republican,,,Well Qualified,FLND0602, ,,2003-07-14,2003-07-14,2003-09-17,Reported (favorably),2003-10-02,Roll Call, 82/0,2003-10-20,2003-11-21,2011,2018,,,,,
4733056,1,"Rodriguez, Fernando, Jr.",U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Donald J. Trump,Republican,,,Qualified,TXSD1204,,,2017-09-07,2017-09-07,2017-11-29,Reported (favorably),2018-01-11,Roll Call, 96/0,2018-06-05,2018-06-12,,,,,,,
1387071,1,"Rodriguez, Joseph H.",U.S. District Court,U.S. District Court for the District of New Jersey,Judge,Ronald Reagan,Republican,,,,NJD1401,98 Stat. 333,,1985-02-28,1985-02-28,1985-04-17,Reported (favorably),1985-05-02,Voice,  ,1985-05-03,1985-05-10,,,,,1998-05-22,,
1391936,1,"Rodriguez, Xavier",U.S. District Court,U.S. District Court for the Western District of Texas,Judge,George W. Bush,Republican,,,Well Qualified,TXWD0111, ,,2003-05-01,2003-05-01,2003-07-09,Reported (favorably),2003-07-17,Voice,  ,2003-07-31,2003-08-01,,,,,,,
1387076,1,"Roettger, Norman Charles, Jr.",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Richard M. Nixon,Republican,,,Well Qualified,FLSD1102, ,,1972-04-13,1972-04-13,1972-05-04,Reported (favorably),1972-05-30,Voice,  ,1972-05-31,1972-06-02,1991,1997,,,1997-06-17,Death,2003-07-26
1391646,1,"Rogers, John M.",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,George W. Bush,Republican,,,Qualified,CA60706, ,,2001-12-19,2001-12-19,2002-06-13,Reported (favorably),2002-06-27,Voice,  ,2002-11-14,2002-11-26,,,,,2018-05-15,,
1387091,1,"Rogers, Judith Ann Wilson",U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,William J. Clinton,Democratic,,,Well Qualified,CADC0506, ,,1993-11-17,1993-11-17,1994-01-27,Reported (favorably),1994-03-09,Voice,  ,1994-03-10,1994-03-11,,,,,,,
1387096,1,"Rogers, Richard Dean",U.S. District Court,U.S. District Court for the District of Kansas,Judge,Gerald Ford,Republican,,,Qualified,KSD0502, ,,1975-07-15,1975-07-15,1975-07-24,Reported (favorably),1975-07-31,Voice,  ,1975-07-31,1975-08-05,,,,,1989-01-01,Death,2016-11-25
1393856,1,"Rogers, Yvonne Gonzalez",U.S. District Court,U.S. District Court for the Northern District of California,Judge,Barack Obama,Democratic,,,Qualified,CAND1403, ,,2011-05-04,2011-05-04,2011-07-13,Reported (favorably),2011-09-08,Roll Call, 89/6,2011-11-15,2011-11-21,,,,,,,
1387106,1,"Roll, John McCarthy",U.S. District Court,U.S. District Court for the District of Arizona,Judge,George H.W. Bush,Republican,,,Qualified,AZD0802, ,,1991-09-23,1991-09-23,1991-11-20,Reported (favorably),1991-11-21,Voice,  ,1991-11-22,1991-11-25,2006,2011,,,,Death,2011-01-08
1394196,1,"Román, Nelson Stephen",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,,,Well Qualified,NYSD2304, ,,2013-01-04,2013-01-04,2013-01-23,Reported (favorably),2013-02-28,Roll Call, 97/0,2013-05-09,2013-05-13,,,,,,,
1387111,1,"Roney, Paul Hitch",U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Richard M. Nixon,Republican,,,Well Qualified,CA51402, ,,1970-10-07,1970-10-07,1970-10-13,Reported (favorably),1970-10-13,Voice,  ,1970-10-13,1970-10-16,,,,,,Reassignment,1981-10-01
1394041,1,"Rose, Stephanie Marie",U.S. District Court,U.S. District Court for the Southern District of Iowa,Judge,Barack Obama,Democratic,,,Well Qualified,IASD0403, ,,2012-02-02,2012-02-02,2012-03-14,Reported (favorably),2012-04-19,Roll Call, 89/1,2012-09-10,2012-09-17,,,,,,,
1391511,1,"Rose, Thomas M.",U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,George W. Bush,Republican,,,Well Qualified,OHSD0902, ,,2002-01-23,2002-01-23,2002-04-25,Reported (favorably),2002-05-02,Roll Call, 97/0,2002-05-09,2002-05-10,,,,,2017-06-30,,
1387121,1,"Rosen, Gerald Ellis",U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,George H.W. Bush,Republican,,,Qualified,MIED1002, ,,1989-11-09,1989-11-09,1990-02-21,Reported (favorably),1990-03-08,Voice,  ,1990-03-09,1990-03-12,2009,2015,,,2016-10-26,Retirement,2017-01-31
1387126,1,"Rosen, James",U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Richard M. Nixon,Republican,,,Well Qualified,CA30802, ,,1971-07-19,1971-07-19,1971-09-21,Reported (favorably),1971-09-21,Voice,  ,1971-09-21,1971-09-22,,,,,,Death,1972-11-18
1387131,1,"Rosenbaum, James Michael",U.S. District Court,U.S. District Court for the District of Minnesota,Judge,Ronald Reagan,Republican,,,Well Qualified,MND0801,98 Stat. 333,,1985-06-14,1985-06-17,1985-07-10,Reported (favorably),1985-07-11,Voice,  ,1985-07-16,1985-07-18,2001,2008,,,2009-10-26,Retirement,2010-08-25
1394016,1,"Rosenbaum, Robin Stacie",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Barack Obama,Democratic,,,Well Qualified,FLSD0904, ,,2011-11-30,2011-11-30,2012-02-29,Reported (favorably),2012-03-29,Roll Call, 92/3,2012-06-26,2012-06-27,,,,,,Appointment to Another Judicial Position,2014-06-03
1394016,2,"Rosenbaum, Robin Stacie",U.S. Court of Appeals,U.S. Court of Appeals for the Eleventh Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CA110203, ,,2014-01-06,2014-01-06,2014-02-11,Reported (favorably),2014-03-06,Roll Call, 91/0,2014-05-12,2014-06-02,,,,,,,
1394616,1,"Rosenberg, Robin Lee",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Barack Obama,Democratic,,,Qualified,FLSD1004, ,,2014-02-26,2014-02-26,2014-05-20,Reported (favorably),2014-06-19,Roll Call, 100/0,2014-07-22,2014-07-24,,,,,,,
1387141,1,"Rosenblatt, Paul Gerhardt",U.S. District Court,U.S. District Court for the District of Arizona,Judge,Ronald Reagan,Republican,,,Qualified,AZD0402, ,,1984-05-15,1984-05-15,1984-05-23,Reported (favorably),1984-06-07,Voice,  ,1984-06-08,1984-06-11,,,,,2003-10-30,Death,2019-10-06
1387146,1,"Rosenn, Max",U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Richard M. Nixon,Republican,,,Well Qualified,CA31002, ,,1970-09-03,1970-09-09,1970-10-01,Reported (favorably),1970-10-05,Voice,  ,1970-10-06,1970-10-07,,,,,1981-01-21,Death,2006-02-07
1394496,1,"Rosenstengel, Nancy Jo",U.S. District Court,U.S. District Court for the Southern District of Illinois,Judge,Barack Obama,Democratic,,,Qualified,ILSD0503, ,,2014-01-06,2014-01-06,2014-01-08,Reported (favorably),2014-02-06,Roll Call, 95/0,2014-05-08,2014-05-12,2019,,,,,,
1387151,1,"Rosenthal, Lee Hyman",U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,George H.W. Bush,Republican,,,Well Qualified,TXSD1501,104 Stat. 5089,,1992-03-20,1992-03-20,1992-04-29,Reported (favorably),1992-05-07,Voice,  ,1992-05-12,1992-05-13,2016,,,,,,
1387161,1,"Ross, Allyne R.",U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,William J. Clinton,Democratic,,,Well Qualified,NYED0504, ,,1994-07-22,1994-07-22,1994-09-14,Reported (favorably),1994-09-22,Voice,  ,1994-09-28,1994-09-29,,,,,2011-04-05,,
1387166,1,"Ross, Donald Roe",U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Richard M. Nixon,Republican,,,Qualified,CA80604, ,,1970-11-30,1970-11-30,1970-12-08,Reported (favorably),1970-12-10,Voice,  ,1970-12-11,1970-12-12,,,,,1987-06-13,Death,2013-12-18
1394656,1,"Ross, Eleanor Louise",U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Barack Obama,Democratic,,,Qualified,GAND1004, ,,2014-01-06,2014-01-06,2014-05-13,Reported (favorably),2014-06-19,Voice,  ,2014-11-18,2014-11-20,,,,,,,
1393761,1,"Ross, John Andrew",U.S. District Court,U.S. District Court for the Eastern District of Missouri,Judge,Barack Obama,Democratic,,,Well Qualified,MOED0902, ,,2011-01-05,2011-01-05,2011-05-04,Reported (favorably),2011-05-26,Voice,  ,2011-09-20,2011-10-11,,,,,,,
1394866,1,"Rossiter, Robert F., Jr.",U.S. District Court,U.S. District Court for the District of Nebraska,Judge,Barack Obama,Democratic,,,Qualified,NED0111, ,,2015-06-11,2015-06-11,2015-09-30,Reported (favorably),2015-10-29,Roll Call, 90/0,2016-06-27,2016-06-29,,,,,,,
1387191,1,"Roszkowski, Stanley Julian",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Jimmy Carter,Democratic,,,Well Qualified,ILND0803, ,,1977-07-19,1977-07-19,1977-10-04,Reported (favorably),1977-10-05,Voice,  ,1977-10-07,1977-10-11,,,,,1991-01-09,Retirement,1998-01-31
1387196,1,"Roth, Jane Richards",U.S. District Court,U.S. District Court for the District of Delaware,Judge,Ronald Reagan,Republican,,,Qualified,DED0112, ,,1985-10-16,1985-10-16,1985-10-30,Reported (favorably),1985-10-31,Voice,  ,1985-11-01,1985-11-04,,,,,,Appointment to Another Judicial Position,1991-07-22
1387196,2,"Roth, Jane Richards",U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,George H.W. Bush,Republican,,,Well Qualified,CA30603, ,,1991-05-16,1991-05-16,1991-06-20,Reported (favorably),1991-06-27,Voice,  ,1991-06-27,1991-07-02,,,,,2006-05-31,,
1387206,1,"Rothstein, Barbara Jacobs",U.S. District Court,U.S. District Court for the Western District of Washington,Judge,Jimmy Carter,Democratic,,,Qualified,WAWD0501,92 Stat. 1629,,1979-12-03,1979-12-03,1980-02-07,Reported (favorably),1980-02-19,Voice,  ,1980-02-20,1980-02-20,1987,1994,,,2011-09-01,,
1387211,1,"Rovner, Ilana Kara Diamond",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Ronald Reagan,Republican,,,Qualified,ILND1403, ,,1984-06-19,1984-06-19,1984-06-26,Reported (favorably),1984-08-09,Voice,  ,1984-09-12,1984-09-12,,,,,,Appointment to Another Judicial Position,1992-08-17
1387211,2,"Rovner, Ilana Kara Diamond",U.S. Court of Appeals,U.S. Court of Appeals for the Seventh Circuit,Judge,George H.W. Bush,Republican,,,Well Qualified,CA70605, ,,1992-07-02,1992-07-02,1992-08-04,Reported (favorably),1992-08-12,Voice,  ,1992-08-12,1992-08-17,,,,,,,
6840191,1,"Rowland, Mary Margaret",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Donald J. Trump,Republican,,,Well Qualified,ILND1205,,,2019-05-21,2019-05-21,,Reported (favorably),2019-06-20,Voice,,2019-07-31,2019-08-20,,,,,,,
1387216,1,"Roy, Elsijane Trimble",U.S. District Court,U.S. District Court for the Western District of Arkansas,Judge,Jimmy Carter,Democratic,,,Well Qualified,ARWD0402, ,,1977-10-21,1977-10-25,1977-11-01,Reported (favorably),1977-11-01,Voice,  ,1977-11-01,1977-11-02,,,,,1989-01-01,Reassignment,1990-12-01
1387216,2,"Roy, Elsijane Trimble",U.S. District Court,U.S. District Court for the Eastern District of Arkansas,Judge,Jimmy Carter,Democratic,,,Well Qualified,ARED0302, ,,1977-10-21,1977-10-25,1977-11-01,Reported (favorably),1977-11-01,Voice,  ,1977-11-01,1977-11-02,,,,,1989-01-01,Death,2007-01-23
1391401,1,"Royal, C. Ashley",U.S. District Court,U.S. District Court for the Middle District of Georgia,Judge,George W. Bush,Republican,,,Well Qualified,GAMD0302, ,,2001-10-09,2001-10-09,2001-12-05,Reported (favorably),2001-12-13,Voice,  ,2001-12-20,2001-12-21,2008,2014,,,2016-09-01,,
1387221,2,"Rubin, Alvin Benjamin",U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Jimmy Carter,Democratic,,,Exceptionally Well Qualified,CA50107, ,,1977-08-16,1977-09-07,1977-09-15,Reported (favorably),1977-09-15,Voice,  ,1977-09-16,1977-09-19,,,,,1989-07-01,Death,1991-06-11
1387226,1,"Rubin, Carl Bernard",U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,Richard M. Nixon,Republican,,,Qualified,OHSD0701,84 Stat. 294,,1971-04-29,1971-04-29,1971-05-13,Reported (favorably),1971-05-19,Voice,  ,1971-05-20,1971-05-20,1979,1990,,,,Death,1995-08-02
7330446,1,"Rudofsky, Lee Philip",U.S. District Court,U.S. District Court for the Eastern District of Arkansas,Judge,Donald J. Trump,Republican,,,Qualified,ARED0404,,,2019-07-08,2019-07-08,2019-07-31,Reported (favorably),2019-10-17,Roll Call, 51/41,2019-11-07,2019-11-08,,,,,,,
1391516,1,"Rufe, Cynthia M.",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,George W. Bush,Republican,,,Well Qualified,PAED2203, ,,2002-01-23,2002-01-23,2002-04-11,Reported (favorably),2002-04-18,Roll Call, 98/0,2002-04-30,2002-05-03,,,,,,,
6384996,1,"Ruiz, Rodolfo Armando II",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Donald J. Trump,Republican,,,Well Qualified,FLSD2102,,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 90/8,2019-05-02,2019-05-03,,,,,,,
6098356,1,"Rushing, Allison Jones",U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Donald J. Trump,Republican,,,Qualified,CA41103,,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 53/44,2019-03-05,2019-03-21,,,,,,,
1387246,1,"Russell, David Lynn",U.S. District Court,U.S. District Court for the Eastern District of Oklahoma,Judge,Ronald Reagan,Republican,,,Qualified,OKED0402, ,,1981-12-04,1981-12-04,1981-12-11,Reported (favorably),1981-12-15,Voice,  ,1981-12-16,1981-12-17,,,,,,Reassignment,1990-12-01
1387246,2,"Russell, David Lynn",U.S. District Court,U.S. District Court for the Northern District of Oklahoma,Judge,Ronald Reagan,Republican,,,Qualified,OKND0302, ,,1981-12-04,1981-12-04,1981-12-11,Reported (favorably),1981-12-15,Voice,  ,1981-12-16,1981-12-17,,,,,,Reassignment,1990-12-01
1387246,3,"Russell, David Lynn",U.S. District Court,U.S. District Court for the Western District of Oklahoma,Judge,Ronald Reagan,Republican,,,Qualified,OKWD0402, ,,1981-12-04,1981-12-04,1981-12-11,Reported (favorably),1981-12-15,Voice,  ,1981-12-16,1981-12-17,1994,2001,,,2013-07-07,,
1387251,2,"Russell, Donald Stuart",U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Richard M. Nixon,Republican,,,Well Qualified,CA40107, ,,1971-04-07,1971-04-07,,Reported (favorably),1971-04-20,Voice,  ,1971-04-21,1971-04-23,,,,,,Death,1998-02-22
1393981,1,"Russell, George Levi III",U.S. District Court,U.S. District Court for the District of Maryland,Judge,Barack Obama,Democratic,,,Qualified,MDD0903, ,,2011-11-10,2011-11-10,2012-01-26,Reported (favorably),2012-02-16,Voice,  ,2012-05-14,2012-05-22,,,,,,,
1387266,1,"Russell, Thomas B.",U.S. District Court,U.S. District Court for the Western District of Kentucky,Judge,William J. Clinton,Democratic,,,Well Qualified,KYWD0109, ,,1994-09-14,1994-09-14,1994-10-06,Reported (favorably),1994-10-06,Voice,  ,1994-10-07,1994-10-11,2008,2011,,,2011-11-15,,
1387281,1,"Ryan, Harold Lyman",U.S. District Court,U.S. District Court for the District of Idaho,Judge,Ronald Reagan,Republican,,,Qualified,IDD0106, ,,1981-12-07,1981-12-07,1981-12-11,Reported (favorably),1981-12-15,Voice,  ,1981-12-16,1981-12-17,1988,1992,,,1992-12-30,Death,1995-04-10
1387286,1,"Ryan, James Leo",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Ronald Reagan,Republican,,,Well Qualified,CA60604, ,,1985-09-09,1985-09-09,1985-09-25,Reported (favorably),1985-09-26,Voice,  ,1985-10-16,1985-10-17,,,,,2000-01-01,,
1387296,1,"Rymer, Pamela Ann",U.S. District Court,U.S. District Court for the Central District of California,Judge,Ronald Reagan,Republican,,,Well Qualified,CACD1002, ,,1983-01-31,1983-01-31,1983-02-15,Reported (favorably),1983-02-22,Voice,  ,1983-02-23,1983-02-24,,,,,,Appointment to Another Judicial Position,1989-05-23
1387296,2,"Rymer, Pamela Ann",U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,George H.W. Bush,Republican,,,,CA90804, ,,1989-02-28,1989-02-28,1989-04-05,Reported (favorably),1989-05-18,Voice,  ,1989-05-18,1989-05-22,,,,,,Death,2011-09-21
1387301,1,"Ryskamp, Kenneth L.",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Ronald Reagan,Republican,,,Well Qualified,FLSD0803, ,,1986-03-12,1986-03-12,1986-04-09,Reported (favorably),1986-04-17,Voice,  ,1986-04-23,1986-04-24,,,,,2000-01-01,Death,2017-11-15
1392011,1,"Sabraw, Dana Makoto",U.S. District Court,U.S. District Court for the Southern District of California,Judge,George W. Bush,Republican,,,Well Qualified,CASD2401,116 Stat. 1758,,2003-05-01,2003-05-01,2003-07-30,Reported (favorably),2003-09-04,Roll Call, 95/0,2003-09-25,2003-09-26,,,,,,,
1387316,1,"Sachs, Howard Frederic",U.S. District Court,U.S. District Court for the Western District of Missouri,Judge,Jimmy Carter,Democratic,,,Well Qualified,MOWD0701,92 Stat. 1629,,1979-05-17,1979-05-21,1979-07-19,Reported (favorably),1979-09-11,Voice,  ,1979-09-25,1979-09-26,1990,1992,,,1992-10-31,,
1390706,1,"Sack, Robert David",U.S. Court of Appeals,U.S. Court of Appeals for the Second Circuit,Judge,William J. Clinton,Democratic,,,Qualified,CA21402, ,,1997-11-06,1997-11-06,1998-05-14,Reported (favorably),1998-05-21,Voice,  ,1998-06-15,1998-06-16,,,,,2009-08-06,,
1387321,1,"Saffels, Dale Emerson",U.S. District Court,U.S. District Court for the District of Kansas,Judge,Jimmy Carter,Democratic,,,Well Qualified,KSD0701,92 Stat. 1629,,1979-09-28,1979-09-28,1979-10-24,Reported (favorably),1979-10-30,Voice,  ,1979-10-31,1979-11-02,,,,,1990-11-16,Death,2002-11-14
1393721,1,"Salas, Esther",U.S. District Court,U.S. District Court for the District of New Jersey,Judge,Barack Obama,Democratic,,,Well Qualified,NJD0310, ,,2011-01-05,2011-01-05,2011-03-02,Reported (favorably),2011-04-07,Voice,  ,2011-06-14,2011-06-14,,,,,,,
1393606,1,"Saldaña, Diana",U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Barack Obama,Democratic,,,Well Qualified,TXSD1302, ,,2011-01-05,2011-01-05,,Reported (favorably),2011-02-03,Roll Call, 94/0,2011-02-07,2011-02-09,,,,,,,
1387331,1,"Sam, David",U.S. District Court,U.S. District Court for the District of Utah,Judge,Ronald Reagan,Republican,,,Qualified,UTD0203, ,,1985-09-09,1985-09-09,1985-09-18,Reported (favorably),1985-09-19,Voice,  ,1985-10-16,1985-10-16,1997,1999,,,1999-11-01,,
